ProgramId,Title,Description,Availability,Duration,EducationLevel,TargetLevel,Capacity,CreatedAt,ProgramPostStatus,MentorProfileId,DomainId,SubDomainId,Deadline
691,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Junior,7,2025-01-06 00:00:00,1,670,1,2,2026-06-12 00:00:00
1589,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Junior,8,2025-04-05 00:00:00,1,718,1,3,2025-06-15 00:00:00
720,Mastering Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,junior,Beginner,9,2025-09-06 00:00:00,1,999,2,10,2025-12-07 00:00:00
663,Mastering Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,graduate,Senior,10,2025-09-25 00:00:00,1,306,3,17,2026-06-30 00:00:00
1529,Hands-on Entrepreneurship Training,This mentorship focuses on Entrepreneurship with practical applications.,Available,,graduate,Junior,8,2025-07-16 00:00:00,1,579,4,23,2025-10-12 00:00:00
631,Introduction to Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Senior,5,2025-06-02 00:00:00,1,374,2,11,2026-06-29 00:00:00
2055,Mastering Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,sophomore,Mid,7,2025-05-21 00:00:00,1,1260,2,10,2026-06-03 00:00:00
1566,Data Science for Real Projects,This mentorship focuses on Data Science with practical applications.,Available,,sophomore,Beginner,13,2025-10-04 00:00:00,1,117,2,12,2026-01-04 00:00:00
546,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Senior,6,2025-09-03 00:00:00,1,244,1,3,2026-06-01 00:00:00
99,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Mid,6,2025-10-14 00:00:00,1,239,1,3,2025-11-16 00:00:00
2203,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Mid,5,2024-10-01 00:00:00,1,474,1,5,2025-01-22 00:00:00
2178,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Senior,7,2024-02-08 00:00:00,1,1333,1,5,2026-06-07 00:00:00
114,Introduction to Product Management,This mentorship focuses on Product Management with practical applications.,Available,,freshman,Junior,6,2025-10-17 00:00:00,1,761,4,19,2026-07-08 00:00:00
729,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Beginner,10,2025-06-11 00:00:00,1,895,1,6,2025-09-04 00:00:00
275,Mastering Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Junior,8,2024-12-15 00:00:00,1,108,3,16,2026-07-11 00:00:00
452,Graphic Design for Beginners,This mentorship focuses on Graphic Design with practical applications.,Available,,junior,Mid,4,2025-07-22 00:00:00,1,913,3,16,2026-02-24 00:00:00
1674,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Beginner,10,2025-09-10 00:00:00,1,614,2,7,2025-12-10 00:00:00
3089,Computer Vision for Real Projects,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Mid,9,2025-09-23 00:00:00,1,1393,2,9,2025-12-17 00:00:00
2513,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Senior,8,2025-08-18 00:00:00,1,1318,1,4,2026-07-06 00:00:00
2611,Mastering Product Design,This mentorship focuses on Product Design with practical applications.,Available,,sophomore,Senior,5,2025-07-14 00:00:00,1,212,3,15,2025-08-16 00:00:00
1743,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Mid,7,2025-08-04 00:00:00,1,101,1,1,2026-06-22 00:00:00
3200,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Junior,6,2025-09-07 00:00:00,1,1400,3,15,2025-12-14 00:00:00
668,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,freshman,Mid,10,2025-09-23 00:00:00,1,174,1,6,2025-11-02 00:00:00
738,Hands-on Deep Learning Training,This mentorship focuses on Deep Learning with practical applications.,Available,,senior,Mid,7,2025-06-11 00:00:00,1,835,2,8,2025-07-15 00:00:00
2458,Mastering Project Management,This mentorship focuses on Project Management with practical applications.,Available,,graduate,Mid,4,2025-05-21 00:00:00,1,596,4,21,2026-06-27 00:00:00
195,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Junior,8,2024-10-01 00:00:00,1,1085,1,4,2026-07-01 00:00:00
1786,UI/UX Design for Real Projects,This mentorship focuses on UI/UX Design with practical applications.,Available,,sophomore,Beginner,9,2024-09-29 00:00:00,1,329,3,14,2024-12-21 00:00:00
2314,Natural Language Processing for Real Projects,This mentorship focuses on Natural Language Processing with practical applications.,Available,,graduate,Mid,9,2025-10-15 00:00:00,1,762,2,10,2025-12-08 00:00:00
805,Entrepreneurship for Beginners,This mentorship focuses on Entrepreneurship with practical applications.,Available,,freshman,Senior,7,2025-04-16 00:00:00,1,1200,4,23,2026-03-05 00:00:00
412,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Mid,6,2025-04-21 00:00:00,1,435,2,7,2026-05-29 00:00:00
2301,Introduction to Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,graduate,Junior,7,2025-10-04 00:00:00,1,1368,4,20,2026-07-11 00:00:00
1710,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Beginner,6,2025-09-02 00:00:00,1,1203,1,3,2026-03-06 00:00:00
1515,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Mid,9,2025-09-08 00:00:00,1,16,1,3,2026-06-05 00:00:00
2732,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,junior,Junior,6,2025-10-12 00:00:00,1,860,1,6,2026-07-11 00:00:00
2865,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Mid,8,2025-02-24 00:00:00,1,501,1,2,2026-07-02 00:00:00
1087,Data Analysis for Beginners,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Mid,7,2025-05-12 00:00:00,1,119,2,11,2026-06-15 00:00:00
2638,Mastering Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Senior,6,2024-09-22 00:00:00,1,368,3,16,2025-09-06 00:00:00
2682,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Beginner,8,2025-10-06 00:00:00,1,617,1,3,2025-11-18 00:00:00
37,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Beginner,10,2024-09-09 00:00:00,1,479,1,3,2026-06-16 00:00:00
826,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Junior,8,2024-09-09 00:00:00,1,1264,1,2,2026-06-25 00:00:00
2571,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Beginner,9,2025-09-14 00:00:00,1,642,3,14,2025-12-05 00:00:00
820,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Junior,10,2024-10-02 00:00:00,1,591,1,2,2026-06-27 00:00:00
2762,Data Engineering for Beginners,This mentorship focuses on Data Engineering with practical applications.,Available,,graduate,Mid,5,2025-09-16 00:00:00,1,132,2,13,2026-05-29 00:00:00
2512,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Senior,3,2025-01-13 00:00:00,1,1343,1,1,2026-07-14 00:00:00
1520,Data Engineering for Real Projects,This mentorship focuses on Data Engineering with practical applications.,Available,,graduate,Beginner,6,2025-08-02 00:00:00,1,815,2,13,2026-07-14 00:00:00
1833,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Mid,8,2024-06-14 00:00:00,1,1465,1,1,2026-06-14 00:00:00
1986,Introduction to Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Senior,9,2025-10-11 00:00:00,1,656,2,11,2025-12-23 00:00:00
1721,Mastering Product Design,This mentorship focuses on Product Design with practical applications.,Available,,sophomore,Junior,7,2025-07-09 00:00:00,1,978,3,15,2026-06-09 00:00:00
2597,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Mid,7,2025-10-07 00:00:00,1,766,1,5,2026-06-30 00:00:00
1440,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,graduate,Beginner,6,2024-03-30 00:00:00,1,719,1,6,2026-06-04 00:00:00
1158,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Junior,7,2024-02-05 00:00:00,1,203,1,2,2026-07-08 00:00:00
121,Mastering Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,senior,Beginner,10,2025-10-03 00:00:00,1,207,4,22,2025-11-07 00:00:00
599,Mastering Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,junior,Junior,9,2025-05-04 00:00:00,1,395,2,8,2025-07-28 00:00:00
1401,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,senior,Mid,5,2025-04-09 00:00:00,1,917,1,4,2026-07-08 00:00:00
2634,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Senior,6,2024-09-14 00:00:00,1,48,1,1,2026-06-30 00:00:00
2613,Introduction to Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Senior,5,2024-07-09 00:00:00,1,1250,3,17,2026-07-06 00:00:00
2002,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Senior,4,2025-10-10 00:00:00,1,773,2,11,2025-11-30 00:00:00
470,Project Management for Real Projects,This mentorship focuses on Project Management with practical applications.,Available,,freshman,Junior,8,2025-02-25 00:00:00,1,27,4,21,2026-06-07 00:00:00
2304,Mastering Entrepreneurship,This mentorship focuses on Entrepreneurship with practical applications.,Available,,sophomore,Beginner,9,2025-04-24 00:00:00,1,178,4,23,2025-07-04 00:00:00
2750,Motion Design for Beginners,This mentorship focuses on Motion Design with practical applications.,Available,,graduate,Senior,8,2024-09-09 00:00:00,1,473,3,17,2026-06-08 00:00:00
2606,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Mid,10,2025-04-23 00:00:00,1,652,1,2,2026-04-19 00:00:00
2079,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Senior,7,2025-05-27 00:00:00,1,930,1,4,2026-07-01 00:00:00
1467,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Beginner,7,2025-10-09 00:00:00,1,980,1,5,2025-12-15 00:00:00
2510,Natural Language Processing for Beginners,This mentorship focuses on Natural Language Processing with practical applications.,Available,,senior,Senior,9,2025-08-04 00:00:00,1,1379,2,10,2026-07-06 00:00:00
2800,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Junior,11,2025-03-06 00:00:00,1,38,1,3,2025-05-28 00:00:00
1380,Introduction to Product Design,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Mid,7,2024-10-10 00:00:00,1,867,3,15,2025-01-19 00:00:00
1891,Project Management for Beginners,This mentorship focuses on Project Management with practical applications.,Available,,graduate,Mid,6,2025-09-28 00:00:00,1,1376,4,21,2026-02-01 00:00:00
1540,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Mid,8,2024-10-04 00:00:00,1,1142,1,5,2024-10-24 00:00:00
1981,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,freshman,Junior,9,2025-07-13 00:00:00,1,1012,1,6,2025-09-30 00:00:00
1877,Mastering Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Mid,7,2024-09-22 00:00:00,1,957,2,9,2025-09-29 00:00:00
2480,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Senior,5,2025-09-06 00:00:00,1,876,1,1,2026-04-19 00:00:00
223,Computer Vision for Real Projects,This mentorship focuses on Computer Vision with practical applications.,Available,,freshman,Senior,8,2024-07-21 00:00:00,1,1275,2,9,2025-06-01 00:00:00
1104,Data Analysis for Real Projects,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Mid,6,2025-10-16 00:00:00,1,805,2,11,2026-01-16 00:00:00
1628,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Senior,9,2025-02-20 00:00:00,1,1181,1,2,2025-03-22 00:00:00
3024,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,graduate,Mid,9,2025-06-19 00:00:00,1,1186,2,9,2026-06-13 00:00:00
